holiday,temp,rain_1h,snow_1h,clouds_all,weather_description,traffic_volume
None,285.79,0,0,1,sky is clear,323
None,276.793,0,0,64,broken clouds,1239
None,281.45,0.25,0,1,light rain,4855
None,272.08,0,0,90,mist,4412
None,269.86,0,0,90,mist,279
None,285.59,0,0,20,mist,895
None,291.94,0,0,1,sky is clear,365
None,298.77,0,0,75,broken clouds,3044
None,290.62,0,0,100,light rain,772
None,290.8,0,0,40,scattered clouds,4564
None,280.87,0,0,90,light intensity drizzle,4683
None,297.62,0,0,75,broken clouds,5914
None,273.68,0,0,90,mist,3810
None,289.35,0,0,90,heavy intensity rain,6083
None,291.79,0,0,90,mist,3472
None,278.55,0,0,90,mist,4690
None,295,0,0,90,overcast clouds,1341
None,251.23,0,0,84,broken clouds,1517
None,293.15,0,0,1,sky is clear,3764
None,265.92,0,0,90,mist,3138
None,266.32,0,0,1,haze,3111
None,287.37,0,0,1,mist,308
None,270.45,0,0,90,mist,6574
None,284.22,0,0,75,broken clouds,928
None,265.73,0,0,90,heavy snow,1646
None,301.43,0,0,40,scattered clouds,5722
None,270,0,0,90,mist,770
None,291.61,0,0,90,moderate rain,360
None,272.64,0,0,1,sky is clear,6261
None,300.49,0,0,0,Sky is Clear,2727
None,276.793,0,0,64,broken clouds,372
None,274.88,0,0,90,fog,3699
None,293.87,0,0,75,broken clouds,4462
None,289.52,0,0,90,overcast clouds,6983
None,277.35,0,0,90,mist,4933
None,282.24,2.79,0,20,mist,6526
None,293.94,0,0,1,sky is clear,4699
None,281.15,0,0,1,sky is clear,5064
None,268.88,0,0,90,overcast clouds,4809
None,257.22,0,0,64,broken clouds,2761
None,256.15,0,0,90,haze,4539
None,287.153,0,0,92,light rain,3455
None,290.87,0,0,90,light rain,4244
None,300.45,0,0,48,light rain,3794
None,268.15,0,0,90,mist,5350
None,251.33,0,0,1,sky is clear,2538
None,281.42,0,0,90,heavy intensity rain,2340
None,254.9,0,0,1,sky is clear,1757
None,277.88,0,0,75,broken clouds,5187
None,289.1,0,0,20,few clouds,4945
None,282.91,0.25,0,56,light rain,5674
None,274.62,0,0,90,mist,1117
None,290.09,0,0,75,broken clouds,1423
None,292.79,0,0,0,Sky is Clear,3038
None,281.15,0,0,1,sky is clear,5338
None,276.6,0,0,90,overcast clouds,260
None,288.63,0,0,1,sky is clear,4552
None,294.08,0,0,40,scattered clouds,1376
None,275.75,0,0,90,drizzle,2489
None,258.59,0,0,90,overcast clouds,1052
None,295.62,0,0,1,sky is clear,473
None,293.3,0,0,80,broken clouds,4150
None,283.63,0,0,1,sky is clear,365
None,269.41,0,0,5,haze,4793
None,290.03,0.51,0,75,mist,5003
None,256.21,0,0,64,mist,981
None,282.54,0,0,90,overcast clouds,311
None,293.75,0,0,90,light rain,4658
None,265.95,0,0,5,sky is clear,2900
None,288.35,0,0,90,moderate rain,4840
None,287.1,0,0,76,mist,3560
None,283.09,0,0,1,sky is clear,5765
None,279.02,0,0,1,sky is clear,1174
None,285.67,0,0,40,scattered clouds,4290
None,272.35,0,0,90,overcast clouds,4526
None,255.95,0,0,40,haze,5019
None,295.01,0,0,1,sky is clear,5073
None,266.15,0,0,75,broken clouds,3967
None,278.36,0,0,90,light rain,1144
None,298.06,0,0,90,overcast clouds,3866
None,293.931,0,0,8,sky is clear,2935
None,273.55,0,0,5,sky is clear,3054
None,284.48,0,0,1,sky is clear,4443
None,277.16,0,0,90,moderate rain,344
None,292.29,0,0,90,mist,412
None,278.35,0.98,0,90,light intensity drizzle,4736
None,291.79,0.51,0,40,thunderstorm,2616
None,302.47,0,0,0,Sky is Clear,1844
None,290.21,1.78,0,1,fog,614
None,265.94,0,0,90,overcast clouds,1260
None,290.6,0.6,0,36,light rain,686
None,275.37,0,0,90,overcast clouds,768
None,286.24,0,0,75,broken clouds,3374
None,264.62,0,0,90,overcast clouds,520
None,282.42,0,0,90,mist,2888
None,273.94,0,0,90,light snow,4740
None,261.22,0,0,1,sky is clear,4578
None,272.68,0,0,1,sky is clear,4690
None,301.01,0,0,90,overcast clouds,3484
None,286.13,0,0,75,fog,3711
None,288.69,0,0,75,thunderstorm,2201
None,271.47,0,0,1,sky is clear,6512
None,276.15,0,0,5,sky is clear,6093
None,285.45,0,0,90,drizzle,4778
None,257,0,0,1,sky is clear,6399
None,267.89,0,0,20,few clouds,4238
None,293.66,0,0,75,light intensity drizzle,4257
None,260.68,0,0,1,sky is clear,5292
None,284.48,0,0,40,light rain,265
None,254.12,0,0,75,broken clouds,1118
None,303.98,0,0,8,sky is clear,4592
None,285.82,0,0,1,sky is clear,882
None,295.3,0,0,20,few clouds,3659
None,263.72,0,0,1,light snow,821
None,274.93,0,0,90,light intensity drizzle,5303
None,281.09,0,0,1,sky is clear,1401
None,291.11,0.25,0,24,moderate rain,847
None,264.9,0,0,75,broken clouds,5582
None,298.4,0,0,1,sky is clear,5521
None,294.2,0,0,0,Sky is Clear,2801
None,249.88,0,0,1,sky is clear,379
None,299.06,0,0,0,Sky is Clear,6076
None,281.63,0,0,1,sky is clear,3545
None,301.77,0,0,1,sky is clear,5992
None,297.888,0,0,0,Sky is Clear,4457
None,293,0,0,1,sky is clear,2401
None,295.37,0,0,1,sky is clear,3117
None,289.3,0,0,90,overcast clouds,553
None,270.02,0,0,90,snow,2736
None,291.29,0,0,1,proximity thunderstorm,958
None,282.68,0,0,1,sky is clear,4542
None,275.74,0,0,1,sky is clear,4384
None,279.9,0,0,90,thunderstorm with heavy rain,462
None,274.31,0,0,20,few clouds,5519
None,294.15,0,0,1,sky is clear,6361
None,290.08,0,0,1,mist,542
None,283.39,0,0,40,scattered clouds,2088
None,295.64,0,0,75,broken clouds,4756
None,251.64,0,0,1,sky is clear,2211
None,281.68,0,0,75,haze,3115
None,269.28,0,0,90,mist,4108
None,277.09,0,0,40,mist,873
None,262.37,0,0,90,mist,5178
None,288.65,0,0,1,sky is clear,2863
None,292.79,0,0,75,light rain,3263
None,295.62,0,0,68,broken clouds,6139
None,284.79,0,0,40,scattered clouds,5503
None,256.33,0,0,40,scattered clouds,3861
None,283.59,4.7,0,90,mist,5521
None,269.22,0,0,1,sky is clear,6536
None,300.6,0,0,90,overcast clouds,1211
None,296.15,0,0,90,mist,698
None,271.35,0,0,75,broken clouds,867
None,264.37,0,0,5,sky is clear,3306
None,274.59,0,0,64,broken clouds,4244
None,297.8,0,0,1,sky is clear,1075
None,268.21,0,0,1,sky is clear,6724
None,280.46,0,0,40,scattered clouds,4390
None,297.26,0,0,40,light rain,2725
None,286.71,0,0,90,light rain,3351
None,302.02,0,0,20,few clouds,3346
None,289.34,0,0,40,scattered clouds,4468
None,291.1,0,0,75,light rain,387
None,291.52,0,0,90,mist,5114
None,287.11,0.51,0,90,moderate rain,3395
None,284.08,0,0,75,broken clouds,4745
None,295.25,0,0,1,sky is clear,714
None,287.37,0,0,90,mist,344
None,290.45,0,0,75,moderate rain,212
None,295.15,0,0,75,broken clouds,632
None,295.66,0,0,12,few clouds,3093
None,291.11,0,0,1,sky is clear,343
None,254.29,0,0,1,sky is clear,2679
None,287.4,0,0,68,broken clouds,6699
None,289.83,0,0,64,broken clouds,2353
None,264.4,0,0,75,heavy snow,247
None,263.24,0,0,1,sky is clear,1870
None,291.88,0,0,1,sky is clear,3679
None,260.29,0,0,90,light snow,2299
None,263.45,0,0,64,broken clouds,4614
None,293.39,0,0,40,scattered clouds,5090
None,274.29,0,0,90,light rain,3047
None,266.86,0,0,90,light snow,2156
None,295.16,0,0,90,overcast clouds,4334
None,290.36,0.88,0,90,moderate rain,489
None,294.62,0,0,90,light rain,4879
None,274.08,0,0,90,light intensity drizzle,5909
None,299.51,0,0,1,sky is clear,4588
None,293.34,0,0,20,few clouds,635
None,274.72,0,0,90,mist,2546
None,275.75,0,0,90,overcast clouds,3429
None,277.73,1.21,0,90,moderate rain,2240
None,277.79,0,0,90,drizzle,4733
None,294.51,0,0,1,thunderstorm with light rain,519
None,292.84,0,0,1,fog,933
None,255.31,0,0,64,light snow,5850
None,274.08,0,0,90,light intensity drizzle,4043
None,294.29,0,0,20,few clouds,1167
None,270.3,0,0,90,fog,3215
None,268.79,0,0,90,heavy snow,2935
None,284.03,0,0,20,few clouds,5853
None,293.68,0,0,75,broken clouds,6324
None,279.77,0,0,40,scattered clouds,4729
None,295.61,0.89,0,0,proximity thunderstorm,3426
None,293.61,0,0,20,few clouds,4447
None,294.31,0,0,1,sky is clear,3049
None,292.18,0.28,0,40,light intensity drizzle,323
None,293.53,0,0,20,few clouds,2814
None,300.2,0,0,1,sky is clear,3926
None,274.78,0,0,1,light rain,719
None,278.12,0,0,48,fog,2340
None,270.92,0,0,58,broken clouds,4028
None,284.29,0,0,1,sky is clear,392
None,268.56,0,0,90,mist,298
None,268.36,0,0,64,broken clouds,2786
None,293.59,0,0,1,sky is clear,792
None,287.93,2.16,0,90,mist,351
None,272.65,0,0,90,light snow,1846
None,278.55,0,0,90,overcast clouds,6992
None,281.95,0,0,90,overcast clouds,3039
None,265.62,0,0,90,mist,1935
None,290.62,1.86,0,75,proximity thunderstorm with rain,3020
None,259.9,0,0,90,overcast clouds,2786
None,290.31,0,0,90,overcast clouds,4599
None,286.57,0,0,90,mist,4899
None,287.22,0,0,1,sky is clear,5552
None,292.42,0,0,90,drizzle,2187
None,262.01,0,0,1,sky is clear,959
None,276.511,0,0,92,overcast clouds,5526
None,278.57,0,0,40,scattered clouds,620
None,263.93,0,0,1,mist,773
None,266.5,0,0,75,mist,3169
None,281.65,0,0,1,sky is clear,6137
None,284.26,0,0,0,Sky is Clear,660
None,270.79,0,0,90,heavy snow,1402
None,290.9,0,0,1,sky is clear,3114
None,291.99,0.3,0,90,mist,403
None,279,0,0,75,haze,2561
None,293.62,0,0,20,few clouds,3003
None,273.09,0,0,90,mist,2953
None,275.5,0.41,0,64,light rain,5012
None,294.54,0,0,80,broken clouds,324
None,284.02,0,0,90,mist,4564
None,292.7,0,0,12,few clouds,3292
None,276.793,0,0,64,broken clouds,731
None,301.41,0,0,75,broken clouds,4699
None,272.18,0,0,20,few clouds,5658
None,286.73,0,0,90,overcast clouds,3061
None,274.98,0,0,90,light rain,3775
None,272.15,0,0,1,mist,5847
None,249.15,0,0,1,sky is clear,5416
None,273.29,0,0,1,sky is clear,822
None,291.55,0,0,40,scattered clouds,1647
None,301.18,0,0,75,broken clouds,5466
None,286.92,0.89,0,90,drizzle,2901
None,288.75,0,0,90,overcast clouds,2814
None,268.82,0,0,75,broken clouds,4256
None,279.41,0,0,1,mist,5865
None,296.54,0,0,1,sky is clear,1335
None,288.79,0,0,90,overcast clouds,5052
None,289.07,0,0,0,Sky is Clear,2928
None,277.94,0,0,1,sky is clear,5513
None,289.78,0,0,90,light rain,2683
None,284.22,0,0,90,light intensity drizzle,4352
None,293.9,0,0,1,sky is clear,384
None,275.63,0,0,90,drizzle,4230
None,267.28,0,0,1,sky is clear,1665
None,262.45,0,0,20,few clouds,3830
None,290.72,0,0,90,overcast clouds,3288
None,268.49,0,0,1,sky is clear,3118
None,258.49,0,0,1,sky is clear,5465
None,269.83,0,0,64,broken clouds,4196
None,281.96,0,0,40,mist,6722
None,264.72,0,0,1,sky is clear,5695
None,285.55,0,0,1,sky is clear,356
None,267.08,0,0,75,haze,1017
None,287.606,0,0,0,Sky is Clear,1511
None,294.08,0.51,0,64,light rain,5320
None,257.39,0,0,75,broken clouds,4314
None,293.72,4.15,0,90,heavy intensity rain,5340
None,285.09,0,0,40,scattered clouds,297
None,270.26,0,0,1,sky is clear,733
None,274.09,0,0,90,light snow,3901
None,264.08,0,0,90,mist,318
None,272.65,0,0,1,sky is clear,6054
None,284.65,0,0,90,overcast clouds,6267
None,257.49,0,0,40,scattered clouds,5790
None,291.79,0,0,90,drizzle,3472
None,286.08,0,0,90,proximity thunderstorm,334
None,282.45,0,0,90,mist,592
None,269.1,0,0,90,mist,2546
None,278.88,0,0,90,overcast clouds,5965
None,295.95,0,0,75,broken clouds,2902
None,292.88,0,0,90,mist,4161
None,295.93,0,0,1,sky is clear,3360
None,287.69,0,0,75,broken clouds,3983
None,287.31,0,0,90,mist,250
None,296.69,0,0,1,light rain,3045
None,274.89,0,0,90,mist,4001
None,296.69,0,0,40,scattered clouds,6789
None,295.2,0,0,90,light rain,5015
None,281.01,0,0,90,mist,6192
None,290.51,0,0,0,Sky is Clear,3151
None,275.03,0,0,90,drizzle,2300
None,286.81,0.76,0,56,mist,5747
None,286.22,0,0,20,few clouds,1195
None,282.89,0,0,1,sky is clear,3058
None,291.8,0.25,0,75,light rain,6461
None,278.39,0,0,1,sky is clear,2813
None,276.57,0,0,90,overcast clouds,2316
None,282.25,0,0,1,sky is clear,3712
None,257.86,0,0,90,overcast clouds,5206
None,294.69,1.52,0,1,mist,2298
None,273.58,0,0,90,overcast clouds,6139
None,267.63,0,0,1,haze,5814
None,280.86,0,0,1,sky is clear,4922
None,277.54,0,0,1,sky is clear,2966
None,275.02,0,0,90,mist,4207
None,286.36,0,0,90,mist,6017
None,290.95,0,0,90,drizzle,5506
None,290.94,0,0,90,drizzle,345
None,265.42,0,0,64,broken clouds,4395
None,297.96,0,0,40,scattered clouds,3962
None,299.08,0,0,75,proximity shower rain,5625
None,278.46,0,0,90,light intensity drizzle,607
None,270.89,0,0,75,broken clouds,1323
None,279.74,0,0,20,few clouds,4755
None,264.41,0,0,90,haze,6301
None,265.79,0,0,90,light shower snow,5073
None,267.06,0,0,90,mist,427
None,261.91,0,0,1,sky is clear,587
None,294.3,0,0,0,Sky is Clear,3572
None,301.9,0,0,1,sky is clear,4968
None,295.58,0,0,1,moderate rain,373
None,269.02,0,0,1,mist,461
None,287.09,0,0,90,moderate rain,5777
None,262.47,0,0,1,sky is clear,6620
None,282.9,0,0,90,moderate rain,1125
None,266.63,0,0,90,heavy snow,1188
None,297.24,0.25,0,1,light rain,4531
None,249.9,0,0,20,few clouds,243
None,263.08,0,0,90,snow,2769
None,292.82,0,0,1,light rain,701
None,262.21,0,0,20,few clouds,4808
None,289.85,0,0,90,overcast clouds,5020
None,269.27,0,0,40,scattered clouds,5357
None,294.36,0,0,1,sky is clear,440
None,294.07,0,0,90,thunderstorm,4175
None,283.53,0,0,90,moderate rain,4749
None,281.42,0,0,1,haze,285
None,292.3,0,0,90,light rain,4677
None,274.35,0,0,90,light snow,5142
None,277.41,0,0,90,light intensity drizzle,7088
None,288.494,0,0,92,overcast clouds,4889
None,304.65,0,0,8,sky is clear,5837
None,270.49,0,0,90,overcast clouds,1777
None,273.86,0,0,90,snow,5120
None,276.95,0,0,90,light intensity drizzle,216
None,299.88,0,0,8,sky is clear,3050
None,293.82,0,0,0,Sky is Clear,3944
None,270.81,0,0,90,mist,2907
None,284.58,0,0,1,sky is clear,583
None,271.33,0,0,90,mist,3233
None,292.58,0,0,1,light intensity drizzle,5225
None,271.19,0,0,1,sky is clear,5345
None,268.07,0,0,64,mist,1419
None,296.23,0,0,0,Sky is Clear,4273
None,291.35,0,0,90,light intensity drizzle,4864
None,272.21,0,0,90,haze,4958
None,292.82,0,0,1,sky is clear,570
None,286.41,0,0,90,drizzle,5450
None,293.91,0,0,20,few clouds,805
None,295.16,0,0,40,scattered clouds,2106
None,265.41,0,0,90,mist,3061
None,287.18,0,0,90,light rain,4353
None,289.81,0,0,1,fog,359
None,286.82,0,0,1,sky is clear,6583
None,292.01,0,0,1,sky is clear,712
None,271.94,0,0,90,light snow,4093
None,265.62,0,0,90,mist,1003
None,284.55,0,0,90,mist,6645
None,292.8,0,0,40,scattered clouds,4906
None,300.28,0,0,1,sky is clear,2934
None,292.43,0,0,1,mist,678
None,255.78,0,0,40,scattered clouds,293
None,293.83,0,0,1,sky is clear,4736
None,297.07,0,0,1,sky is clear,5348
None,291.22,2.49,0,90,moderate rain,4166
None,289.8,0,0,90,mist,355
None,290.22,0,0,90,light rain,6763
None,284.22,0,0,40,mist,4647
None,278.95,0,0,75,light intensity drizzle,1115
None,291.65,0.76,0,40,light intensity drizzle,5040
None,274.27,0,0,90,overcast clouds,3645
None,294.73,0,0,0,Sky is Clear,4914
None,290.55,0,0,1,mist,5814
None,282,0,0,1,mist,5596
None,293.75,0,0,90,proximity shower rain,4435
None,289.51,0,0,1,sky is clear,372
None,301.68,0,0,75,broken clouds,4174
None,294.6,0,0,1,sky is clear,916
None,297.55,0,0,75,broken clouds,3065
None,273.41,0,0,90,snow,5861
None,274.23,0,0,1,sky is clear,5080
None,247.4,0,0,1,sky is clear,289
None,278.93,0,0,90,light intensity drizzle,705
None,275.53,0.25,0,1,light rain,4579
None,270.3,0,0,1,sky is clear,1075
None,283.32,0,0,90,overcast clouds,4949
None,291.28,0,0,20,few clouds,2759
None,264.03,0,0,40,scattered clouds,2314
None,295.2,0,0,1,sky is clear,4575
None,263.72,0,0,90,light snow,414
None,300.28,0,0,75,broken clouds,4340
None,274.01,0,0,90,haze,4151
None,285.82,0,0,1,mist,2816
None,289.71,0,0,1,mist,414
None,295.04,0,0,1,sky is clear,5053
None,273.17,0,0,90,mist,4273
None,296.36,0,0,40,scattered clouds,4152
None,288.59,0,0,1,sky is clear,628
None,296.28,0,0,1,sky is clear,4681
None,283.68,0,0,0,Sky is Clear,5267
None,282.86,0,0,1,sky is clear,6234
None,299.62,0,0,5,sky is clear,1930
None,292.96,0,0,90,moderate rain,6196
None,281.8,0,0,90,light rain,4195
None,286.14,0,0,0,Sky is Clear,6032
None,274.09,0,0,90,overcast clouds,4821
None,290.93,0,0,40,thunderstorm with light rain,2172
None,288.74,0.51,0,1,light rain,4579
None,292.42,0,0,75,fog,5815
None,261.43,0,0,64,light snow,2219
None,285.11,0,0,90,overcast clouds,2306
None,272.81,0,0,90,overcast clouds,4889
None,292.57,2.79,0,40,moderate rain,4968
None,256.45,0,0,1,sky is clear,4578
None,278.22,0,0,1,sky is clear,383
None,294.942,0,0,92,overcast clouds,4290
None,298.36,0,0,20,few clouds,3555
None,296.27,0,0,0,Sky is Clear,5706
None,271.51,0,0,1,sky is clear,811
None,270.59,0,0,20,few clouds,3654
None,298.18,0,0,90,overcast clouds,3284
None,298.15,0,0,20,few clouds,5000
None,282.34,0,0,90,mist,5296
None,290.39,0,0,90,light rain,1016
None,290.52,0,0,1,sky is clear,553
None,290.27,0,0,90,mist,3075
None,294.81,0,0,90,moderate rain,3477
None,274.07,0,0,90,heavy snow,4929
None,272.61,0,0,1,sky is clear,5446
None,289.35,0,0,1,mist,2958
None,292.7,0,0,90,overcast clouds,4884
None,303.15,0,0,75,broken clouds,3114
None,290.21,0,0,0,Sky is Clear,2493
None,267.96,0,0,64,mist,5052
None,275.22,0,0,90,overcast clouds,827
None,292.08,0,0,1,sky is clear,415
None,277.02,0,0,90,mist,6752
None,275.72,0,0,90,light snow,4911
None,301.69,0,0,75,broken clouds,4963
None,290.43,0,0,90,overcast clouds,4488
None,294.44,4.57,0,75,proximity thunderstorm,2874
None,287.02,0,0,20,few clouds,4731
None,264.82,0,0,75,broken clouds,2420
None,293.21,0,0,1,sky is clear,481
None,297.91,0,0,0,Sky is Clear,3470
None,284.15,0,0,75,broken clouds,3947
None,291.02,0,0,90,overcast clouds,4790
None,297.15,0,0,40,scattered clouds,4182
None,285.62,0,0,90,mist,666
None,297.15,0,0,1,sky is clear,5426
None,271.03,0,0,75,broken clouds,5340
None,298.45,0,0,40,scattered clouds,4458
None,265.58,0,0,64,mist,372
None,249.14,0,0,40,scattered clouds,4774
None,278.62,0,0,90,overcast clouds,5921
None,286.39,0,0,90,overcast clouds,4500
None,291.15,0,0,1,moderate rain,2793
None,274.44,0,0,64,mist,5945
None,288.2,0,0,90,overcast clouds,3192
None,290.06,0,0,75,mist,785
None,286.86,0,0,40,scattered clouds,5872
None,248.38,0,0,1,sky is clear,266
None,288.88,0.25,0,92,light rain,6522
None,287.14,1.02,0,64,moderate rain,5460
None,300.37,0,0,68,broken clouds,6153
None,282.82,0,0,57,light intensity drizzle,3662
None,288.81,0,0,90,proximity thunderstorm,5801
None,283.98,0,0,1,sky is clear,5882
None,282.69,0,0,1,sky is clear,3544
None,291.3,0,0,40,scattered clouds,4426
None,271.93,0,0,90,overcast clouds,4679
None,296.89,0,0,75,broken clouds,2949
None,280.69,0,0,90,mist,833
None,297.86,0,0,8,sky is clear,3942
None,271.44,0,0,75,broken clouds,4921
State Fair,290.82,0,0,1,sky is clear,655
None,293.36,0,0,1,sky is clear,4497
None,272.79,0,0,90,overcast clouds,4744
None,270.37,0,0,1,mist,803
None,290.95,0,0,1,sky is clear,4654
None,261.23,0,0,75,light snow,4637
None,275.5,0,0,90,overcast clouds,5030
None,302.299,0,0,0,Sky is Clear,3037
None,262.29,0,0,1,sky is clear,4523
None,250.79,0,0,1,sky is clear,1761
None,278.88,0,0,90,drizzle,4201
None,292.22,0,0,90,mist,6821
None,292.72,8.86,0,8,heavy intensity rain,2736
None,285.49,0,0,1,sky is clear,529
None,294.09,0,0,1,sky is clear,2809
None,293.64,13.64,0,90,mist,696
None,275.15,0,0,90,mist,3218
None,263.76,0,0,90,light snow,3233
None,272.95,0,0,1,sky is clear,1418
None,277.79,0,0,90,light rain,4733
None,298.97,0,0,75,light rain,355
None,278.95,0,0,75,broken clouds,6415
None,275.88,0,0,40,mist,1196
None,288.02,0,0,1,mist,541
None,285.02,0,0,1,sky is clear,874
None,287.47,0,0,40,scattered clouds,5407
Christmas Day,264.4,0,0,90,overcast clouds,803
None,299.02,0,0,1,sky is clear,3213
None,258.81,0,0,5,sky is clear,2136
None,248.15,0,0,1,sky is clear,2554
None,299.53,0,0,1,sky is clear,2929
None,274.15,0,0,90,moderate rain,877
None,292.52,0,0,88,overcast clouds,476
None,259.4,0,0,90,mist,362
None,292.58,0,0,90,overcast clouds,5206
None,270.15,0,0,1,sky is clear,380
None,269.76,0,0,1,sky is clear,719
None,256.33,0,0,75,haze,4321
None,284.37,0,0,1,sky is clear,6090
None,292.52,0,0,1,sky is clear,4896
None,278.75,0,0,75,broken clouds,5589
None,270.41,0,0,5,sky is clear,4903
None,285.2,0,0,1,sky is clear,3065
None,291.15,0,0,75,broken clouds,2927
None,290.79,0,0,90,mist,5878
None,274.44,0,0,1,sky is clear,497
None,295.21,0,0,1,sky is clear,624
None,293.931,0,0,8,sky is clear,3983
None,289.47,7.11,0,92,heavy intensity rain,386
None,271.69,0,0,90,heavy snow,6558
None,286.86,0,0,75,mist,2833
None,269.72,0,0,90,snow,1642
None,280.29,0,0,90,drizzle,1806
None,273.06,0,0,20,few clouds,4675
None,290.95,0,0,75,broken clouds,3096
None,287.81,0,0,75,broken clouds,4779
None,290.22,0,0,90,moderate rain,5320
None,278.29,0,0,1,sky is clear,547
None,285.26,0.25,0,90,light rain,4320
None,294.29,0,0,1,sky is clear,399
None,260.48,0,0,90,light snow,506
None,264.83,0,0,40,scattered clouds,2864
None,288.34,0,0,75,broken clouds,5871
None,285.57,0,0,40,scattered clouds,3010
None,292.32,4.89,0,90,mist,843
None,272.75,0,0,1,sky is clear,2596
None,286.42,0,0,40,light intensity drizzle,324
None,273.35,0,0,90,mist,5616
None,290.58,0,0,1,sky is clear,523
None,284.67,0,0,40,scattered clouds,4694
None,256.58,0,0,90,haze,4859
None,296.36,0,0,75,broken clouds,5563
None,290.02,0.25,0,92,light rain,388
None,262.33,0,0,90,overcast clouds,685
None,288.73,0,0,0,Sky is Clear,2851
None,291.72,0,0,90,thunderstorm with rain,4627
None,288.81,0,0,90,mist,4802
None,273.75,0,0,90,mist,1823
None,296.15,0,0,1,sky is clear,4589
None,271.74,3.05,0,90,moderate rain,1548
None,272.51,0.25,0,90,light rain,2396
None,252.77,0,0,1,sky is clear,771
None,273.08,0,0,1,sky is clear,5983
None,285.86,0,0,90,drizzle,292
None,290.94,0.94,0,44,mist,5891
None,293.77,0,0,75,mist,5100
None,275.22,0,0,40,scattered clouds,4729
None,295.31,0,0,40,light rain,308
None,278.02,0,0,90,light intensity drizzle,3184
None,291.51,0,0,90,heavy intensity rain,360
None,278.59,1,0,90,light rain,6438
None,259.37,0,0,1,sky is clear,2549
None,304.48,0,0,0,Sky is Clear,4584
None,276.62,0,0,90,drizzle,550
None,292.95,0,0,90,proximity thunderstorm,3727
None,286.22,0,0,1,sky is clear,2647
None,288.51,0,0,40,moderate rain,346
None,291.02,4.18,0,90,thunderstorm with rain,4972
None,287.91,0,0,1,mist,5869
None,268.66,0,0,90,overcast clouds,2562
None,293.51,0,0,1,sky is clear,1255
None,267.88,0,0,90,light snow,4722
None,294.93,0,0,1,sky is clear,2631
None,288.12,0,0,0,Sky is Clear,3221
None,276.29,0,0,5,sky is clear,4291
None,286.1,0,0,90,overcast clouds,6200
None,287.25,0.51,0,90,light rain,5333
None,270.01,0,0,90,light rain,1987
None,282.86,0,0,90,fog,4196
None,280.07,0,0,75,broken clouds,626
None,286.74,0,0,1,sky is clear,5110
None,271.15,0,0,40,scattered clouds,3864
None,283.46,0,0,1,sky is clear,4217
None,294.82,0,0,1,sky is clear,2292
None,270.88,0,0,90,overcast clouds,2014
None,294.59,0,0,1,mist,400
None,259.36,0,0,64,broken clouds,2628
None,267.15,0,0,1,sky is clear,416
None,269.79,0,0,1,sky is clear,1378
None,296.75,0,0,5,sky is clear,2245
None,265.65,0,0,40,haze,5714
None,289.48,0,0,75,broken clouds,4379
None,275.71,0,0,1,sky is clear,1295
None,289.6,0,0,0,Sky is Clear,2756
None,283.29,0,0,90,moderate rain,4247
None,297.88,0,0,40,scattered clouds,6556
None,298.61,0,0,75,broken clouds,4987
None,274.17,0,0,75,mist,248
None,279.21,0,0,90,overcast clouds,477
None,288.87,0,0,90,moderate rain,2249
None,260.71,0,0,75,broken clouds,5178
None,249.5,0,0,1,sky is clear,2041
None,247.4,0,0,40,scattered clouds,2213
None,284.08,0,0,90,haze,6405
None,274.22,0,0,90,light rain,269
None,289.62,0,0,20,few clouds,2850
None,276.41,1.02,0,90,moderate rain,3009
None,282.68,0,0,75,broken clouds,3459
None,274.72,0,0,90,light snow,4275
None,274.15,0,0,90,light snow,2431
None,294.94,0,0,1,sky is clear,655
None,293.61,0,0,90,overcast clouds,4711
None,277.86,0,0,90,mist,737
None,261.95,0,0,90,light snow,5115
None,274.08,0,0,1,sky is clear,4612
None,287.82,2.16,0,56,mist,6744
None,290.86,0,0,90,overcast clouds,4931
None,291.07,0,0,90,mist,2208
None,299.79,0,0,90,light rain,1687
None,302.02,0,0,0,Sky is Clear,5833
None,275.5,0,0,90,mist,4749
None,279.31,0,0,20,few clouds,5475
None,280.26,0,0,90,light rain,331
None,279.08,0,0,1,sky is clear,732
None,275.84,0,0,90,drizzle,5803
None,275.22,0,0,90,drizzle,4130
None,258.92,0,0,1,sky is clear,4117
None,293.85,0.25,0,20,fog,2066
None,291.48,1.78,0,90,moderate rain,4100
None,280.89,0,0,20,few clouds,4517
None,293.79,0,0,0,Sky is Clear,680
None,286.81,0.47,0,92,light rain,4245
None,299.5,0,0,44,scattered clouds,3190
None,296.79,0,0,8,sky is clear,3023
None,292.48,0,0,40,scattered clouds,4107
None,276.02,0,0,90,mist,1283
None,298.8,0,0,0,Sky is Clear,3404
None,286.64,0,0,90,drizzle,5781
None,289.64,3.28,0,75,thunderstorm with heavy rain,1495
None,263.34,0,0,90,heavy snow,642
None,274.22,0,0,1,sky is clear,1179
None,267.02,0,0,20,few clouds,4449
None,300.94,0,0,90,proximity thunderstorm,4095
None,278.84,0,0,40,scattered clouds,6557
None,284.34,0,0,90,haze,5392
None,267.72,0,0,90,haze,3512
None,274.28,0,0,20,few clouds,4516
None,292.22,0,0,40,mist,5582
None,298.08,0,0,40,scattered clouds,3157
None,276.02,0,0,90,overcast clouds,3570
None,268.02,0,0,90,mist,353
None,297.16,0,0,75,broken clouds,3299
