holiday,temp,rain_1h,snow_1h,clouds_all,weather_description,day_time,traffic_volume,random
None,290.83,0,0,92,moderate rain,Wednesday 2:00,366,2749
None,262.11,0,0,1,sky is clear,Friday 15:00,5942,32303
None,296.75,0,0,1,sky is clear,Saturday 2:00,641,21962
None,283.51,0,0,90,drizzle,Tuesday 18:00,4460,27574
None,295.57,0,0,90,mist,Monday 14:00,4935,20988
None,261.02,0,0,90,heavy snow,Friday 11:00,4813,21030
None,274.48,0,0,40,scattered clouds,Saturday 22:00,3615,47482
None,293.121,0,0,64,broken clouds,Sunday 3:00,334,38784
None,284.276,0,0,92,overcast clouds,Tuesday 20:00,2358,17086
None,281.15,0,0,1,sky is clear,Thursday 18:00,5064,43826
None,296.78,0,0,1,sky is clear,Sunday 22:00,1470,27855
None,255.04,0,0,75,broken clouds,Wednesday 14:00,5212,13656
None,284.2,0.25,0,75,light rain,Sunday 18:00,3947,34893
None,274.82,0,0,90,light snow,Sunday 10:00,3193,38574
None,297.99,0,0,40,scattered clouds,Monday 17:00,5864,16224
None,303.69,0,0,75,broken clouds,Saturday 12:00,4544,11467
None,300.97,0,0,36,scattered clouds,Monday 16:00,6366,33363
None,280.75,0,0,75,light rain,Monday 1:00,431,43065
None,285.64,0,0,40,scattered clouds,Monday 14:00,5354,33524
None,247.45,0,0,5,sky is clear,Monday 8:00,811,20190
None,279.29,0,0,5,sky is clear,Saturday 15:00,4495,31779
None,287.22,0,0,1,sky is clear,Thursday 6:00,5885,41660
None,293.28,0,0,90,overcast clouds,Thursday 12:00,4966,8148
None,257.06,0,0,1,sky is clear,Wednesday 20:00,2987,30969
None,269.87,0,0,5,sky is clear,Wednesday 18:00,4207,46708
None,251.07,0,0,1,mist,Tuesday 1:00,279,35010
None,281.28,0,0,90,mist,Saturday 19:00,3446,23603
None,291.67,0,0,20,few clouds,Thursday 21:00,3183,42572
None,258.79,0,0,63,broken clouds,Thursday 4:00,729,14951
None,297.43,0,0,1,sky is clear,Saturday 20:00,3421,8871
None,254.65,0,0,1,sky is clear,Sunday 17:00,3240,39163
None,279.15,0,0,1,sky is clear,Tuesday 9:00,5391,13223
None,280.96,0,0,90,light rain,Thursday 8:00,6092,45034
None,281.46,0,0,1,sky is clear,Thursday 4:00,781,5691
None,276.61,0,0,90,light rain,Monday 18:00,4386,10161
None,296.69,0,0,20,few clouds,Monday 22:00,1821,41956
None,277.61,0.51,0,1,light rain,Friday 19:00,3271,40961
None,257.22,0,0,1,sky is clear,Saturday 8:00,2825,21072
None,283.95,0,0,40,scattered clouds,Saturday 13:00,5529,30427
None,293.43,0,0,1,sky is clear,Monday 23:00,1121,16733
None,289.58,0,0,1,drizzle,Monday 6:00,5655,25305
None,268.58,0,0,1,sky is clear,Sunday 23:00,952,17891
None,264.09,0,0,1,sky is clear,Saturday 5:00,1036,6605
None,271.34,0,0,90,mist,Sunday 2:00,529,6310
None,264.09,0,0,1,sky is clear,Monday 1:00,329,18857
None,265.58,0,0,64,broken clouds,Thursday 18:00,3132,8743
None,262.29,0,0,90,mist,Friday 22:00,2837,35138
None,285.64,0,0,1,sky is clear,Friday 21:00,3479,38352
None,272.36,0,0,90,heavy snow,Monday 13:00,3066,21226
None,273.43,0,0,1,sky is clear,Saturday 6:00,1415,46639
None,276.793,0,0,64,broken clouds,Saturday 17:00,4085,14444
None,274.252,0,0,64,broken clouds,Saturday 6:00,1452,46650
None,290.22,0,0,90,drizzle,Wednesday 7:00,5320,9508
None,264.58,0,0,90,mist,Sunday 9:00,1759,12817
None,289.73,0,0,90,mist,Wednesday 15:00,5718,14986
None,276.94,0,0,1,sky is clear,Tuesday 13:00,4912,41796
None,287.75,0,0,1,sky is clear,Sunday 4:00,392,14486
None,292.17,0,0,32,moderate rain,Saturday 9:00,2803,33782
None,256.09,0,0,1,sky is clear,Friday 19:00,3368,45388
None,283.75,0,0,90,mist,Sunday 14:00,5466,16715
None,255.58,0,0,90,overcast clouds,Friday 9:00,5102,20290
None,294.8,0.25,0,90,proximity shower rain,Monday 21:00,2081,31567
None,299.08,0,0,1,proximity thunderstorm,Friday 20:00,3026,2156
None,291.01,0,0,20,few clouds,Thursday 10:00,4597,36250
None,268.22,0,0,90,mist,Sunday 9:00,3246,40714
None,278.13,0.91,0,40,light rain,Thursday 17:00,6347,19797
None,290.11,0,0,0,Sky is Clear,Thursday 9:00,5213,10163
None,261.82,0,0,1,mist,Monday 7:00,4284,7201
None,272.77,0,0,90,overcast clouds,Friday 12:00,5248,26148
None,289.97,0,0,75,broken clouds,Saturday 20:00,3436,29312
None,292.89,0,0,1,sky is clear,Wednesday 6:00,5179,18954
None,274.28,0,0,90,light snow,Tuesday 6:00,5608,37938
None,295.02,0,0,1,sky is clear,Thursday 10:00,4388,7830
None,301.06,0,0,0,Sky is Clear,Friday 19:00,3737,26752
None,274.15,0,0,1,sky is clear,Monday 13:00,4728,36871
None,270.15,0,0,5,sky is clear,Sunday 21:00,1919,32262
None,299.86,0,0,1,sky is clear,Saturday 1:00,949,19956
None,288.93,0,0,1,sky is clear,Saturday 21:00,2147,36235
None,271.65,0,0,1,fog,Saturday 2:00,474,32510
None,294.09,0,0,1,light rain,Friday 1:00,430,14159
None,292.86,0,0,1,light rain,Tuesday 3:00,345,2677
None,255.72,0,0,5,sky is clear,Wednesday 7:00,6045,14696
None,290.67,0,0,24,mist,Tuesday 7:00,6506,19910
None,289.69,0,0,40,scattered clouds,Friday 22:00,2498,2532
None,271.58,0,0,90,overcast clouds,Tuesday 2:00,277,5242
None,286.69,0,0,90,thunderstorm with light rain,Saturday 2:00,542,38994
None,278.78,0,0,1,mist,Thursday 4:00,965,42809
None,285.61,0,0,90,overcast clouds,Wednesday 15:00,5869,25529
None,264.79,0,0,90,fog,Saturday 14:00,3572,37437
None,281.03,0,0,90,mist,Tuesday 5:00,2638,38107
None,266.65,0,0,90,haze,Sunday 15:00,4431,38899
None,290.82,0.76,0,90,drizzle,Friday 12:00,5181,19785
None,291.88,0,0,90,mist,Saturday 17:00,4221,2640
None,289.55,0,0,90,mist,Sunday 10:00,2709,46949
None,268,0,0,40,light snow,Monday 6:00,5192,40870
None,291.51,0,0,90,heavy intensity rain,Tuesday 6:00,5614,34416
None,292.02,0,0,90,overcast clouds,Thursday 14:00,5293,14545
None,291.14,0,0,75,light intensity drizzle,Friday 12:00,4521,20596
None,283.91,0,0,1,sky is clear,Monday 2:00,330,38518
None,300.53,0.3,0,40,light rain,Sunday 16:00,3978,41895
None,294.35,0,0,1,sky is clear,Friday 21:00,3356,20122
None,263.95,0,0,90,overcast clouds,Tuesday 3:00,576,48170
None,266.82,0,0,90,light snow,Friday 23:00,1779,42269
None,301.07,0,0,40,thunderstorm,Sunday 18:00,4222,23735
None,276.58,0,0,90,drizzle,Friday 9:00,5170,19397
None,286.84,0,0,0,Sky is Clear,Saturday 5:00,766,37497
None,281.68,0,0,90,mist,Saturday 22:00,3062,25706
None,297.9,0,0,0,Sky is Clear,Sunday 14:00,4276,23132
None,274.15,0,0,90,overcast clouds,Wednesday 11:00,4924,40916
None,285.86,0,0,1,mist,Saturday 6:00,1435,5383
None,259.91,0,0,1,sky is clear,Sunday 19:00,3059,24893
None,283.94,0,0,90,light rain,Friday 20:00,3108,25298
None,263.29,0,0,20,few clouds,Wednesday 16:00,6531,32002
None,268.86,0,0,5,sky is clear,Saturday 7:00,2158,16984
None,299.6,0,0,1,moderate rain,Sunday 1:00,869,37876
None,296.61,0,0,75,broken clouds,Wednesday 10:00,5087,41382
None,285.28,0,0,20,few clouds,Monday 22:00,1475,40189
None,296.21,0,0,40,moderate rain,Sunday 21:00,2253,38133
None,278.95,0,0,90,light rain,Sunday 16:00,4499,21934
None,297.407,0,0,8,sky is clear,Monday 4:00,314,10421
None,287.82,0,0,1,mist,Tuesday 3:00,376,32682
None,274.82,0,0,90,overcast clouds,Wednesday 18:00,4692,21048
None,301.14,0,0,20,few clouds,Friday 12:00,5319,6606
None,278,0,0,1,sky is clear,Saturday 5:00,755,10927
None,295.35,0,0,90,haze,Wednesday 16:00,7042,36704
None,293.53,1.27,0,90,heavy intensity rain,Friday 5:00,2780,38664
None,278.45,0,0,1,sky is clear,Thursday 15:00,5866,11266
None,271.15,0,0,90,haze,Saturday 14:00,4893,30964
None,271.391,0,0,92,overcast clouds,Tuesday 20:00,2675,4719
None,280.58,0,0,75,broken clouds,Wednesday 15:00,5768,11809
None,280.3,0,0,90,moderate rain,Wednesday 2:00,286,45064
None,261.15,0,0,1,sky is clear,Wednesday 14:00,5072,28770
None,265.93,0,0,64,mist,Wednesday 11:00,2089,48067
None,275.65,0,0,90,light snow,Thursday 10:00,4782,45619
None,277.35,0,0,90,fog,Wednesday 9:00,4933,17370
None,264.08,0,0,90,overcast clouds,Thursday 1:00,392,32105
None,290.37,0,0,1,sky is clear,Wednesday 16:00,6457,3721
None,289.96,0,0,90,light rain,Tuesday 8:00,5490,7722
None,268.55,0,0,90,overcast clouds,Thursday 10:00,3404,19845
None,290.15,0,0,1,sky is clear,Saturday 23:00,2143,14806
None,287.82,0,0,90,drizzle,Friday 9:00,5316,11465
None,264.69,0,0,64,mist,Sunday 7:00,1093,39094
None,274.18,0,0,90,mist,Friday 23:00,1629,17860
None,288.56,0,0,1,sky is clear,Tuesday 21:00,2685,28412
None,287,0,0,90,mist,Tuesday 6:00,5785,39288
None,268.06,0,0,90,mist,Wednesday 5:00,2605,32138
None,263.75,0,0,75,broken clouds,Sunday 6:00,769,4606
None,263.22,0,0,75,mist,Wednesday 22:00,1587,34743
None,287.29,0,0,0,Sky is Clear,Tuesday 7:00,6408,10478
None,276.68,0,0,90,overcast clouds,Saturday 0:00,1473,31314
None,291.25,0,0,75,mist,Wednesday 7:00,5951,8531
None,276.43,0,0,90,overcast clouds,Sunday 16:00,4205,705
None,267.14,0,0,90,mist,Tuesday 10:00,4918,15990
None,274.09,0,0,90,snow,Sunday 21:00,1945,19484
None,273.02,0,0,90,light snow,Friday 4:00,815,35956
None,261.08,0,0,1,sky is clear,Thursday 6:00,5661,7990
None,299.1,0,0,12,few clouds,Tuesday 19:00,3572,23010
None,301.01,0,0,40,scattered clouds,Sunday 16:00,3942,40815
None,287.75,0,0,40,haze,Tuesday 2:00,261,12588
None,271.3,0,0,90,mist,Thursday 15:00,5995,38367
None,252.62,0,0,5,sky is clear,Wednesday 20:00,2488,35298
None,299.86,0,0,1,sky is clear,Saturday 20:00,2711,19086
None,272.95,0,0,90,light snow,Monday 22:00,1226,23440
None,273.88,0,0,90,overcast clouds,Sunday 13:00,4187,27123
None,301.69,0,0,1,light rain,Sunday 1:00,866,25024
None,270.28,0,0,90,overcast clouds,Friday 14:00,5662,16776
None,269.36,0,0,64,broken clouds,Saturday 8:00,2584,43084
None,295.55,0,0,90,mist,Wednesday 11:00,5126,43607
None,295.08,0,0,1,sky is clear,Monday 1:00,421,29591
None,297.64,0,0,40,scattered clouds,Thursday 19:00,3592,43401
None,294.47,0,0,1,sky is clear,Saturday 18:00,4036,4094
None,256.32,0,0,64,broken clouds,Wednesday 5:00,2677,2725
None,287.7,0,0,40,scattered clouds,Wednesday 21:00,2530,2762
None,274.36,0,0,1,sky is clear,Saturday 5:00,686,5119
None,279.72,0,0,1,sky is clear,Tuesday 5:00,2983,10616
None,268.35,0,0,1,fog,Tuesday 4:00,878,45604
None,265.94,0,0,90,overcast clouds,Thursday 1:00,393,21683
None,279.84,0,0,1,sky is clear,Monday 1:00,338,34842
None,299.68,0,0,68,broken clouds,Wednesday 11:00,5406,34406
None,295.45,0,0,5,sky is clear,Monday 10:00,4201,44939
None,300.15,0,0,75,broken clouds,Thursday 13:00,5105,8962
None,259.15,0,0,64,light snow,Monday 2:00,231,5801
None,271.79,0,0,90,mist,Tuesday 17:00,4207,25552
None,294.93,0.25,0,75,light rain,Thursday 23:00,1396,28162
None,275.58,0,0,90,mist,Sunday 13:00,4171,27797
None,299.25,0.25,0,75,light rain,Friday 14:00,5705,14634
None,283.35,0.25,0,92,mist,Friday 8:00,5620,41348
None,268.96,0,0,90,light snow,Tuesday 12:00,4339,35522
None,288.18,0.25,0,90,light intensity drizzle,Friday 4:00,867,39864
None,264.22,0,0,90,snow,Sunday 5:00,435,9733
None,260.21,0,0,1,mist,Sunday 5:00,406,41482
None,267.15,0,0,90,light snow,Sunday 13:00,4610,34212
None,292.15,0,0,90,light rain,Saturday 14:00,4511,5703
None,290.67,0,0,1,sky is clear,Thursday 11:00,5004,31713
None,267.39,0,0,90,mist,Thursday 3:00,319,39319
None,302.588,0,0,20,few clouds,Tuesday 13:00,4414,10516
None,297.08,0,0,1,proximity thunderstorm,Thursday 3:00,305,2720
None,256.29,0,0,64,broken clouds,Wednesday 7:00,6193,34853
None,262.55,0,0,5,sky is clear,Wednesday 7:00,5983,38559
None,268.21,0,0,64,mist,Thursday 6:00,5930,7612
None,272.86,0,0,90,heavy snow,Saturday 21:00,2999,16445
None,267.9,0,0,1,sky is clear,Sunday 8:00,1284,3642
None,274.15,0,0,90,overcast clouds,Wednesday 20:00,3064,28226
None,256.86,0,0,1,sky is clear,Wednesday 9:00,5062,40872
None,263.83,0,0,90,heavy snow,Sunday 8:00,1444,24434
None,300.25,1.78,0,90,moderate rain,Monday 13:00,4890,19311
None,300.8,0,0,40,scattered clouds,Thursday 19:00,3669,45010
None,273.97,0,0,90,overcast clouds,Sunday 0:00,1483,39255
None,287.29,0,0,90,thunderstorm,Saturday 7:00,1908,28152
None,261.5,0,0,20,few clouds,Sunday 6:00,660,10652
None,286.66,0,0,12,fog,Wednesday 6:00,5963,20913
None,273.68,0,0,1,sky is clear,Wednesday 7:00,6303,16191
None,285.62,0,0,90,mist,Saturday 16:00,5203,27420
None,294.04,0,0,0,Sky is Clear,Wednesday 12:00,5208,4252
None,288.44,0,0,1,sky is clear,Saturday 0:00,1253,10712
None,290.78,3.75,0,90,mist,Thursday 18:00,4024,45473
None,267.29,0,0,90,overcast clouds,Saturday 20:00,2766,36595
None,276.22,0,0,90,overcast clouds,Sunday 14:00,4464,3683
None,287.75,0,0,75,broken clouds,Friday 8:00,5321,45294
None,293.44,0,0,1,sky is clear,Friday 3:00,384,18103
None,276.37,0,0,90,mist,Wednesday 7:00,6094,22441
None,289.12,0.3,0,75,light rain,Tuesday 3:00,331,31624
None,284.938,0,0,76,broken clouds,Tuesday 13:00,4380,20483
None,279.5,0,0,40,scattered clouds,Sunday 9:00,2890,3841
None,273.2,0,0,90,overcast clouds,Wednesday 11:00,4608,10701
None,281.41,0,0,1,sky is clear,Monday 12:00,4734,22144
None,270.26,0,0,90,mist,Saturday 22:00,2919,32981
None,255.18,0,0,64,light snow,Sunday 4:00,271,32055
None,301.49,0,0,1,sky is clear,Monday 19:00,3220,28922
None,292.46,0,0,1,sky is clear,Wednesday 9:00,5449,20100
None,298.08,0.25,0,40,light rain,Thursday 17:00,5466,41566
None,296.01,0,0,20,few clouds,Monday 9:00,4473,20598
None,292.95,0,0,40,moderate rain,Sunday 16:00,4457,45826
None,279.75,0,0,90,drizzle,Wednesday 1:00,318,19257
None,300.28,0,0,64,broken clouds,Monday 19:00,3509,44526
None,275.84,0,0,90,light rain,Monday 5:00,2732,10194
None,273.41,0,0,1,sky is clear,Saturday 2:00,609,7306
None,282.52,0,0,75,broken clouds,Tuesday 5:00,2568,29152
None,292.28,0,0,90,proximity thunderstorm with rain,Tuesday 8:00,5865,10612
None,307.33,0,0,20,few clouds,Friday 16:00,5173,27932
None,298.55,0,0,1,sky is clear,Monday 19:00,3380,12707
None,264.53,0,0,5,sky is clear,Wednesday 16:00,6482,12415
None,279.28,0,0,1,mist,Thursday 5:00,2786,31509
None,291.02,0,0,90,overcast clouds,Thursday 20:00,3127,15990
None,251.84,0,0,1,sky is clear,Wednesday 0:00,586,7644
None,290.68,0,0,75,light rain,Saturday 4:00,419,29959
None,287.21,0,0,1,sky is clear,Sunday 16:00,4510,7557
None,292.8,0,0,1,sky is clear,Thursday 11:00,4691,38393
None,267.57,0,0,1,sky is clear,Wednesday 9:00,5326,10498
None,279.02,0,0,90,mist,Saturday 13:00,4219,36950
None,291.37,0,0,75,proximity thunderstorm,Tuesday 4:00,895,6140
None,285.86,0,0,1,sky is clear,Thursday 23:00,1323,47066
None,292,0,0,20,few clouds,Saturday 3:00,606,18589
None,277.8,0,0,75,light intensity drizzle,Thursday 7:00,6284,47543
None,263.81,0,0,75,broken clouds,Monday 19:00,1972,23062
None,278.08,0,0,90,light rain,Sunday 5:00,359,27091
None,278.422,0,0,0,Sky is Clear,Monday 23:00,1133,25819
None,293.74,0,0,0,Sky is Clear,Tuesday 22:00,1952,28166
None,272.09,0,0,90,mist,Tuesday 10:00,4263,40927
None,282.62,0,0,90,heavy intensity drizzle,Sunday 1:00,759,42513
None,272.79,0,0,75,mist,Monday 9:00,5018,47106
None,288.21,3.18,0,20,moderate rain,Tuesday 5:00,3027,27261
None,294.595,0,0,36,light rain,Sunday 12:00,4088,11414
None,287.98,0,0,90,overcast clouds,Tuesday 13:00,4848,6013
None,295.68,0.28,0,92,light rain,Thursday 11:00,4517,19998
None,297.79,0,0,1,sky is clear,Thursday 10:00,2592,5948
None,276.31,0,0,90,overcast clouds,Wednesday 4:00,752,31082
None,278.3,0,0,90,overcast clouds,Sunday 12:00,4388,617
None,258.39,0,0,90,overcast clouds,Thursday 8:00,4285,9541
None,265.62,0,0,1,haze,Wednesday 5:00,2837,33941
None,293.61,0,0,56,light rain,Sunday 22:00,1996,1049
None,276.93,0,0,90,fog,Saturday 21:00,2304,34474
None,277.867,0,0,92,moderate rain,Friday 3:00,352,44989
None,271.95,0,0,90,light snow,Tuesday 6:00,5276,6966
None,277.77,0,0,1,sky is clear,Monday 1:00,349,6534
None,292.75,0,0,75,broken clouds,Tuesday 19:00,3411,42831
None,301.06,0,0,80,broken clouds,Wednesday 20:00,3193,34815
None,249.93,0,0,5,sky is clear,Tuesday 7:00,5696,26598
None,262.71,0,0,90,mist,Wednesday 6:00,5670,18582
None,298,0,0,1,sky is clear,Wednesday 15:00,4819,26060
None,295.38,0,0,80,proximity thunderstorm,Friday 17:00,6038,29902
None,281.96,0,0,1,sky is clear,Saturday 0:00,801,39894
None,256.88,0,0,90,overcast clouds,Tuesday 21:00,3399,25547
None,278.91,0,0,75,broken clouds,Sunday 15:00,4294,3611
None,284.82,0,0,20,few clouds,Friday 4:00,456,44743
None,276.94,0,0,75,broken clouds,Wednesday 11:00,5123,45976
None,259.41,0,0,1,haze,Saturday 2:00,490,10369
None,263.7,0,0,64,broken clouds,Saturday 12:00,4172,80
None,281.48,0,0,1,sky is clear,Monday 8:00,6158,23574
None,292.79,0,0,40,light rain,Tuesday 2:00,282,244
None,282.56,0,0,90,moderate rain,Tuesday 5:00,2763,10543
None,294.71,0,0,1,sky is clear,Sunday 2:00,763,12280
None,266.58,0,0,90,overcast clouds,Wednesday 9:00,4926,38346
None,280.58,0,0,40,scattered clouds,Monday 10:00,4122,12415
None,300.79,0,0,1,sky is clear,Wednesday 16:00,6321,31324
None,268.72,0,0,90,light snow,Monday 1:00,272,32192
None,263.76,0,0,90,light snow,Friday 0:00,719,25720
None,293.01,0,0,90,thunderstorm with light rain,Friday 13:00,5104,1839
None,298.41,0,0,75,broken clouds,Tuesday 12:00,5067,43762
None,265.61,0,0,90,light snow,Monday 21:00,2024,12611
None,292.92,0,0,76,broken clouds,Tuesday 21:00,2825,9553
None,293.15,0,0,75,mist,Thursday 8:00,6317,25123
None,297.96,0,0,1,sky is clear,Sunday 20:00,2958,25419
None,295.57,0,0,40,scattered clouds,Wednesday 13:00,5168,4990
None,283.93,0,0,1,sky is clear,Tuesday 16:00,6879,32919
None,285.77,0,0,40,scattered clouds,Friday 16:00,6701,26380
None,297.63,0,0,0,Sky is Clear,Monday 11:00,4344,4819
None,284.29,0,0,1,sky is clear,Friday 4:00,826,16727
None,267.37,0,0,5,sky is clear,Thursday 7:00,991,18779
None,294.68,1.2,0,90,moderate rain,Sunday 7:00,954,21988
None,270.12,0,0,90,overcast clouds,Tuesday 0:00,433,26648
None,290.65,0,0,1,mist,Monday 23:00,1045,10397
None,257.43,0,0,64,broken clouds,Thursday 8:00,5778,20303
None,288.55,0,0,1,sky is clear,Sunday 4:00,414,9909
None,272.95,0,0,90,light snow,Tuesday 0:00,716,2782
None,276.62,0,0,90,overcast clouds,Wednesday 3:00,297,44669
None,259.37,0,0,90,light snow,Saturday 6:00,944,524
None,282.64,0,0,90,light intensity drizzle,Sunday 17:00,4490,40183
None,257.82,0,0,5,sky is clear,Friday 19:00,3891,19415
None,276.08,0,0,75,broken clouds,Saturday 16:00,4837,4019
None,274.02,0.25,0,64,light intensity drizzle,Tuesday 16:00,6118,26931
None,272.09,0,0,90,overcast clouds,Saturday 11:00,4726,37198
None,302.36,0,0,1,sky is clear,Sunday 20:00,2866,40358
None,279.65,0,0,75,broken clouds,Friday 21:00,2971,30792
None,286.86,0,0,40,scattered clouds,Monday 6:00,5872,44299
None,277.68,0,0,90,mist,Sunday 23:00,2100,17595
None,274.5,0,0,64,mist,Tuesday 5:00,2839,29393
None,267.3,0,0,90,light snow,Tuesday 23:00,1271,28552
None,293.55,0,0,20,few clouds,Sunday 20:00,3043,19782
None,263.75,0,0,1,sky is clear,Tuesday 15:00,2788,38096
None,292.15,0,0,1,sky is clear,Tuesday 11:00,4690,9304
None,288.19,0,0,0,Sky is Clear,Saturday 7:00,2409,1719
None,251.14,0,0,1,sky is clear,Sunday 1:00,554,25225
None,272.55,0,0,90,heavy snow,Monday 20:00,2460,36745
None,284.5,0,0,1,sky is clear,Monday 13:00,5033,26062
None,272.55,0,0,90,fog,Tuesday 3:00,325,40267
None,288.54,0,0,1,sky is clear,Sunday 10:00,3568,19431
None,272.77,0,0,90,snow,Friday 17:00,5406,39854
None,283.98,0,0,90,moderate rain,Friday 5:00,2589,951
None,265.36,0,0,1,sky is clear,Monday 0:00,476,28939
None,259.35,0,0,1,sky is clear,Wednesday 17:00,5563,21474
None,286.64,0,0,1,mist,Saturday 2:00,687,23945
None,282.29,0,0,1,sky is clear,Friday 14:00,5855,17493
None,294.84,0,0,76,broken clouds,Saturday 21:00,3040,7961
None,262.82,0,0,1,light snow,Saturday 4:00,342,21090
None,273.74,0,0.32,90,light snow,Wednesday 14:00,5182,36375
None,277.94,1.4,0,92,moderate rain,Thursday 20:00,2934,6196
None,268.83,0,0,75,broken clouds,Wednesday 10:00,4570,30718
None,310.07,0,0,75,broken clouds,Monday 16:00,3810,16742
None,294.77,0,0,1,sky is clear,Friday 11:00,5128,26787
None,286.19,0,0,90,haze,Sunday 19:00,3260,37373
None,287.59,0,0,1,sky is clear,Friday 6:00,4489,2054
None,260.76,0,0,20,few clouds,Tuesday 18:00,4491,31202
None,289.08,0.25,0,1,light rain,Sunday 10:00,4322,3000
None,296.85,0,0,1,sky is clear,Thursday 14:00,4926,24058
None,300,0,0,0,Sky is Clear,Thursday 16:00,6674,6131
None,265.49,0,0,1,sky is clear,Thursday 5:00,2751,25578
None,275.68,0,0,90,overcast clouds,Sunday 11:00,3728,46493
None,296.3,4.32,0,75,heavy intensity rain,Monday 20:00,2735,1905
None,281.195,0,0,0,Sky is Clear,Thursday 18:00,4642,9790
None,279.82,0,0,1,sky is clear,Saturday 1:00,532,45485
None,302.46,0,0,40,scattered clouds,Wednesday 14:00,5409,33421
None,286.25,0,0,40,scattered clouds,Wednesday 7:00,6552,26385
None,291.92,0,0,1,mist,Saturday 7:00,1831,34155
None,268.73,0,0,1,sky is clear,Thursday 22:00,3350,16550
None,289.44,1.09,0,80,moderate rain,Thursday 4:00,874,43066
None,254.45,0,0,1,sky is clear,Thursday 1:00,326,19243
None,282.2,0,0,75,broken clouds,Friday 16:00,6057,19381
None,266.08,0,0,40,scattered clouds,Tuesday 11:00,3299,29561
None,276.27,0,0,1,sky is clear,Sunday 4:00,284,5626
None,255.9,0,0,1,sky is clear,Wednesday 3:00,275,34689
None,292.64,0,0,1,mist,Friday 23:00,2322,10700
None,292.63,0,0,12,mist,Tuesday 5:00,3017,11681
None,296.44,0,0,75,broken clouds,Sunday 17:00,4301,8235
None,272.22,0,0,1,fog,Saturday 23:00,1574,2056
None,274.55,0,0,90,mist,Saturday 15:00,3713,39218
None,275.68,0,0,90,overcast clouds,Saturday 9:00,4065,20620
None,274.15,0,0,90,haze,Wednesday 3:00,336,8624
None,264.54,0,0,64,light snow,Thursday 22:00,2283,27750
None,292.282,0,0,92,light rain,Sunday 1:00,835,18485
None,290.72,0,0,90,light intensity drizzle,Tuesday 6:00,5701,23245
None,288.99,0,0,90,overcast clouds,Sunday 14:00,3637,17663
None,290.28,0,0,0,Sky is Clear,Sunday 9:00,2732,45310
None,278,0,0,90,drizzle,Thursday 0:00,634,27295
None,268.79,0,0,90,light snow,Sunday 23:00,706,10519
None,292.15,0,0,90,mist,Thursday 11:00,5147,8759
None,274.79,0,0,90,light intensity drizzle,Thursday 22:00,1532,13354
None,290.5,0,0,1,sky is clear,Saturday 11:00,4232,2575
None,280.75,0,0,90,drizzle,Sunday 22:00,1730,37004
None,257.49,0,0,64,light snow,Saturday 11:00,4032,17750
None,270.01,0,0,5,sky is clear,Wednesday 21:00,2278,31538
None,274.79,0,0,90,mist,Thursday 22:00,1532,44797
None,283.45,0,0,75,broken clouds,Sunday 19:00,3543,39544
None,283.29,0,0,1,mist,Tuesday 5:00,2679,21233
None,289.92,0,0,20,mist,Tuesday 10:00,4509,29991
None,298.32,0,0,20,few clouds,Friday 16:00,5697,47427
None,278.63,0,0,90,thunderstorm with light rain,Sunday 4:00,245,10286
None,291.44,0,0,1,sky is clear,Saturday 4:00,429,46604
None,286.21,0,0,40,scattered clouds,Thursday 7:00,6642,19971
None,291.92,0.51,0,90,moderate rain,Wednesday 20:00,2853,38410
None,283.2,0,0,48,scattered clouds,Friday 12:00,5669,6481
None,277.65,0,0,90,moderate rain,Monday 16:00,6404,2715
None,283.79,0,0,5,sky is clear,Sunday 22:00,1697,27809
None,287.48,0,0,90,drizzle,Tuesday 4:00,894,41661
None,272.95,0,0,90,mist,Monday 21:00,1660,45320
None,285.72,0,0,1,sky is clear,Saturday 4:00,468,14430
None,284.3,0,0,40,mist,Sunday 4:00,269,2154
None,277.14,3.17,0,90,moderate rain,Sunday 5:00,385,7194
None,254.34,0,0,1,sky is clear,Saturday 6:00,1385,9282
None,274.4,0,0,90,light snow,Wednesday 19:00,3278,40107
None,293.5,0,0,1,mist,Thursday 1:00,404,25764
None,296.69,2.54,0,56,moderate rain,Monday 1:00,431,3640
None,272.58,0,0,75,broken clouds,Monday 10:00,4185,31007
None,284.22,0,0,90,light intensity drizzle,Tuesday 10:00,4352,44085
None,299.15,0,0,1,sky is clear,Monday 8:00,1294,40634
None,300.66,0,0,1,sky is clear,Friday 11:00,5135,39788
None,268,0,0,40,scattered clouds,Wednesday 12:00,4879,29228
None,275.58,0,0,75,broken clouds,Monday 16:00,6719,9583
None,260.34,0,0,64,broken clouds,Tuesday 23:00,1313,38184
None,264.39,0,0,64,broken clouds,Thursday 10:00,4865,26202
None,274.43,0,0,90,overcast clouds,Thursday 11:00,4380,4840
None,267.56,0,0,64,mist,Wednesday 12:00,2397,43126
None,294.62,0,0,1,sky is clear,Sunday 3:00,466,41472
None,291.22,0,0,1,sky is clear,Sunday 6:00,994,18996
None,288.41,0,0,1,sky is clear,Sunday 14:00,3492,31695
None,286.28,0,0,90,light rain,Thursday 21:00,3816,28659
None,274.15,0,0,90,light intensity drizzle,Tuesday 16:00,5266,8409
None,283.607,0,0,0,Sky is Clear,Sunday 11:00,3959,39576
None,292.02,0,0,1,sky is clear,Friday 10:00,4735,18130
None,295.15,0,0,40,scattered clouds,Friday 11:00,5384,1575
